name,gender
veer bahadur,m
hifjul kha,m
sainky,m
jayantadass,m
peer mohmmad,m
kavit,m
bupal,m
sukesh kumar choudhary,m
ranjan singh,m
mohd ashim,m
subham negi,m
sagan lal chalan,m
ravi @ nanna,m
guddu paswan,m
jagdish lal,m
nitish negi,m
tepu mohd,m
rohit @ jangu,m
dimpy,m
shayampuri,m
uma ram,m
not known,m
chirag batta,m
sumit sah,m
bawan yadav,m
jagdish singh,m
jyoti prasad,m
jatin pal,m
surendra kumar mandal,m
manish saini,m
arpit aroda,m
pachuram  verma,m
chote khan,m
krishan kumar @ pappu,m
mikel,m
amir hasan,m
rampal alis ram lal,m
naseef,m
alok,m
saurabh pande,m
harish kumar pandey,m
nikhil urf jimmi choudhri,m
tarachand,m
pradeep kumar chauhan,m
rohit agarwal,m
पेवीण उर्फ पवन कुम��,m
istikar,m
akhlish kumar,m
rakesh @bablu,m
vimal nepali,m
akhalak,m
priju,m
nathani mandal,m
kamlesh kumar,m
tazaudeen @ kabadi,m
tirath,m
mahtab ali,m
asha ram,m
ragib,m
mohd imran,m
mithun malakar,m
avinash @ sandeep,m
sunil @ fouji,m
mohd. riyaz,m
rakesh @ chand,m
aasha mehta,m
gufran khan,m
aatif ali,m
ram vilas choudhary,m
chandra bhan,m
binja ram,m
sant mahendra singh,m
shan mohamad,m
sabid,m
satbir @ sahil,m
pawan @ pintu,m
imsaan,m
gorav kumar,m
mitnu & santhosh,m
sonu @ vijay,m
anil sen,m
shri manoj,m
sahabbudin,m
manoj mahto,m
mohd kaif,m
gurbax singh,m
manjit singh tomer,m
karmveer singh,m
vikram panwar,m
madhu ram,m
rajan @ nazibula khan,m
faizan,m
rahul drall,m
vishwjeet devnath,m
raisingh,m
क़ष्‍णकान्‍त उर्फ,m
arif niyaz,m
mohamad abdul matin,m
amit rana,m
gurupreet singh,m
rajish,m
chiddu ram,m
mukesh s/o late raju,m
niranjan lal saini,m
dhanraj s/o sitaram,m
anoj kumar,m
swadhin beswal,m
vijesh sahu,m
teenu,m
jauli,m
prkesh veer @ babuu,m
sanjeev rai,m
anooj patava,m
shrawan @ disko,m
mohd rizwan,m
ajit singh @ sonu,m
manish  kumar,m
sanjay gomes,m
jitu@jitendra rajpoot,m
ranpal singh,m
vishal @vaini,m
ramji lal,m
ritesh agrwal,m
sushmendra kumar @ chandan,m
rahish kha,m
pawna,m
amit paande,m
jaynarayan  meena,m
bhagvati parsad,m
dinesh yadav,m
jisu,m
balram @ toni,m
tak chand,m
lakhmi,m
kalu bhatiya,m
ajad rawal,m
akhilesh gupta,m
mohd ujjam,m
sonu @ devid,m
rajesh ram,m
salauddin,m
lakhan bajadur,m
rajeev kumar @ sandeep,m
mohd.asif,m
lekose joseph,m
makrud alam,m
dinesh  sen,m
bapu lal dangi,m
"karandeep singh ,@ balu",m
bittoo sahani,m
munshi prasad yadav,m
ram murat singh,m
anwar ali,m
penzin kunga,m
deepak @ rahul saxena,m
mukesh gupta,m
seeta ram,m
mohsin khan,m
dhram sigh,m
ayan @ akash,m
manish kushwaha s/o ramesh,m
tasleem,m
choturam,m
kalyan singh devra,m
dhiru @ vikky,m
ganesh kainee,m
dev kumar,m
sanchit gupta,m
pardeshi,m
lovely,m
rahul kaushik,m
hasir,m
mantu gupta,m
shiv sahota @ karan,m
bundel sahni,m
sunil janu,m
chand miyan,m
kiran or vikram,m
shankar lal meena,m
ravi kumar verma,m
manish @ tutu,m
soheb,m
dasharath,m
baga sathyanarayana,m
md alamin,m
sombir,m
shaturughyan chaudhary,m
rajesh sharma @ raju,m
subham krishna,m
moinuddin @ chand,m
sonu s/o raj kumar,m
ram sharan yadav,m
viplo sardar,m
kadir ali,m
vishvnath sarkar,m
vishal singh,m
ram dhar,m
subhash singh bisht,m
sonu @ kalu,m
kalpna,m
chanderbal tyagi,m
aman junuja,m
faizan khan,m
mohd.  rajiq,m
lokesh s/o hari singh,m
amba lal,m
kalyan datt sharma,m
happy,m
randhir singh parmar,m
dinesh kumar sawami,m
shakti,m
jitender@jita,m
nimesh narwani,m
monu bansal,m
jitender s/o arjun singh,m
ruchit,m
vasuki thakur,m
danveer singh,m
subham jain,m
kulli,m
latur s/o gopal koli,m
mahud ansari,m
baniya,m
santosh mahto,m
matok,m
monty @ monu,m
jaidul ali sekh,m
fiyaz ansari,m
ram ashray,m
bajulal,m
shazad @ sanju,m
rajvi kumar,m
benay kumar dube s/o surendpati dube r/o baradaha,m
bachan singh rana,m
jhawar lal bakshi,m
sohan singh rana,m
prabhakar bisi,m
aamosh jacab,m
mithlesh kumar,m
nandi,m
deepchand balai,m
jasvir,m
vikarm singh,m
sudhir singh,m
raeeyan,m
shakir @ bau,m
piyus,m
anshum,m
gensingh,m
yatharth @ yashodev,m
vinod kaushik,m
vikram kumar,m
lakshaya sharma,m
raju @ rajkumar,m
vikrant singh panwar,m
kulwant singh,m
balaram,m
dharamvir @ guddu,m
shivam mishra,m
soyab,m
deendyal,m
shakil ahmad,m
mukesh @ golu,m
mohd. marukh,m
rizwaan,m
puran rai,m
mahendra yadav,m
hariram s/0,m
lalit alias lowan,m
rajesh saini,m
hakam singh,m
satpal morya,m
prem kumar sharma,m
ruksar,m
harish chand shringi,m
jitin @ chunni,m
shispal,m
laxminarain,m
moolchul,m
mhd. firoz,m
devender jain,m
muskan varma,m
rajeev sirohi,m
nawab @ kallu,m
monupal,m
ravi dutt,m
dharvesh kumar,m
divaie chand,m
sintu vishwash,m
sahdev tiwari,m
mohd hasnain,m
nooruddin,m
mohd. ladla @ mohd. kaif,m
samir raj pal,m
"manoj kumar, jawalaprasad, r/o j.j. colony sawada,",m
puran,m
chand kumar,m
vishal @ bunti,m
gagan kumar,m
tauseek,m
sokin,m
khairti lal,m
devender puri,m
ramesh lal,m
bharat damor,m
alok kumar thakur,m
najim urf babbu,m
sanjay mehta,m
mohit @ sumitra,m
kishan agrawal,m
rakesh sonkar,m
shivji  mathur,m
gollu,m
ravi sinha,m
bhuri singh,m
balmiki chauhan s/o budhan chauhan,m
bhagvaan singh,m
manish bansal,m
jai,m
gurmeet singh @ golu,m
pinki,m
vikram bahadur,m
kapil dutt,m
vishal ahemad,m
rayish,m
sunder jha,m
ajeet singj,m
ashok shrivastav,m
jarnail singh,m
avid,m
sanjya chhetri,m
buddha,m
govind prasad shahu,m
Sathish,m
Aaron,m
Ab,m
Abba,m
Abbe,m
Abbey,m
Abbie,m
Abbot,m
Abbott,m
Abby,m
Abdel,m
Abe,m
Abel,m
Abelard,m
Abeu,m
Abey,m
Abie,m
Abner,m
Abraham,m
Abrahan,m
Abram,m
Abramo,m
Abran,m
Ad,m
Adair,m
Adam,m
Adamo,m
Adams,m
Addie,m
Addison,m
Addy,m
Ade,m
Adelbert,m
Adham,m
Adlai,m
Adler,m
Ado,m
Adolf,m
Adolph,m
Adolphe,m
Adolpho,m
Adolphus,m
Adrian,m
Adriano,m
Adrien,m
Agosto,m
Aguie,m
Aguistin,m
Aguste,m
Agustin,m
Aharon,m
Ahmed,m
Ailbert,m
Akim,m
Aksel,m
Al,m
Alain,m
Alair,m
Alan,m
Aland,m
Alano,m
Alanson,m
Alard,m
Alaric,m
Alasdair,m
Alastair,m
Alasteir,m
Alaster,m
Alberik,m
Albert,m
Alberto,m
Albie,m
Albrecht,m
Alden,m
Aldin,m
Aldis,m
Aldo,m
Aldon,m
Aldous,m
Aldric,m
Aldrich,m
Aldridge,m
Aldus,m
Aldwin,m
Alec,m
Alejandro,m
Alejoa,m
Aleksandr,m
Alessandro,m
Alex,m
Alexander,m
Alexandr,m
Alexandre,m
Alexandro,m
Alexandros,m
Alexei,m
Alexio,m
Alexis,m
Alf,m
Alfie,m
Alfons,m
Alfonse,m
Alfonso,m
Alford,m
Alfred,m
Alfredo,m
Alfy,m
Algernon,m
Alic,m
Alick,m
Alisander,m
Alistair,m
Alister,m
Alix,m
Allan,m
Allard,m
Allayne,m
Allen,m
Alley,m
Alleyn,m
Allie,m
Allin,m
Allister,m
Allistir,m
Allyn,m
Aloin,m
Alon,m
Alonso,m
Alonzo,m
Aloysius,m
Alphard,m
Alphonse,m
Alphonso,m
Alric,m
Aluin,m
Aluino,m
Alva,m
Alvan,m
Alvie,m
Alvin,m
Alvis,m
Alvy,m
Alwin,m
Alwyn,m
Alyosha,m
Amble,m
Ambros,m
Ambrose,m
Ambrosi,m
Ambrosio,m
Ambrosius,m
Amby,m
Amerigo,m
Amery,m
Amory,m
Amos,m
Anatol,m
Anatole,m
Anatollo,m
Ancell,m
Anders,m
Anderson,m
Andie,m
Andonis,m
Andras,m
Andre,m
Andrea,m
Andreas,m
Andrej,m
Andres,m
Andrew,m
Andrey,m
Andris,m
Andros,m
Andrus,m
Andy,m
Ange,m
Angel,m
Angeli,m
Angelico,m
Angelo,m
Angie,m
Angus,m
Ansel,m
Ansell,m
Anselm,m
Anson,m
Anthony,m
Antin,m
Antoine,m
Anton,m
Antone,m
Antoni,m
Antonin,m
Antonino,m
Antonio,m
Antonius,m
Antons,m
Antony,m
Any,m
Ara,m
Araldo,m
Arch,m
Archaimbaud,m
Archambault,m
Archer,m
Archibald,m
Archibaldo,m
Archibold,m
Archie,m
Archy,m
Arel,m
Ari,m
Arie,m
Ariel,m
Arin,m
Ario,m
Aristotle,m
Arlan,m
Arlen,m
Arley,m
Arlin,m
Armand,m
Armando,m
Armin,m
Armstrong,m
Arnaldo,m
Arne,m
Arney,m
Arni,m
Arnie,m
Arnold,m
Arnoldo,m
Arnuad,m
Arny,m
Aron,m
Arri,m
Arron,m
Art,m
Artair,m
Arte,m
Artemas,m
Artemis,m
Artemus,m
Arther,m
Arthur,m
Artie,m
Artur,m
Arturo,m
Artus,m
Arty,m
Arv,m
Arvie,m
Arvin,m
Arvy,m
Asa,m
Ase,m
Ash,m
Ashbey,m
Ashby,m
Asher,m
Ashley,m
Ashlin,m
Ashton,m
Aube,m
Auberon,m
Aubert,m
Aubrey,m
Augie,m
August,m
Augustin,m
Augustine,m
Augusto,m
Augustus,m
Augy,m
Aurthur,m
Austen,m
Austin,m
Ave,m
Averell,m
Averil,m
Averill,m
Avery,m
Avictor,m
Avigdor,m
Avram,m
Avrom,m
Ax,m
Axe,m
Axel,m
Aylmar,m
Aylmer,m
Aymer,m
Bail,m
Bailey,m
Bailie,m
Baillie,m
Baily,m
Baird,m
Bald,m
Balduin,m
Baldwin,m
Bale,m
Ban,m
Bancroft,m
Bank,m
Banky,m
Bar,m
Barbabas,m
Barclay,m
Bard,m
Barde,m
Barn,m
Barnabas,m
Barnabe,m
Barnaby,m
Barnard,m
Barnebas,m
Barnett,m
Barney,m
Barnie,m
Barny,m
Baron,m
Barr,m
Barret,m
Barrett,m
Barri,m
Barrie,m
Barris,m
Barron,m
Barry,m
Bart,m
Bartel,m
Barth,m
Barthel,m
Bartholemy,m
Bartholomeo,m
Bartholomeus,m
Bartholomew,m
Bartie,m
Bartlet,m
Bartlett,m
Bartolemo,m
Bartolomeo,m
Barton,m
Bartram,m
Barty,m
Bary,m
Baryram,m
Base,m
Basil,m
Basile,m
Basilio,m
Basilius,m
Bastian,m
Bastien,m
Bat,m
Batholomew,m
Baudoin,m
Bax,m
Baxie,m
Baxter,m
Baxy,m
Bay,m
Bayard,m
Beale,m
Bealle,m
Bear,m
Bearnard,m
Beau,m
Beaufort,m
Beauregard,m
Beck,m
Beltran,m
Ben,m
Bendick,m
Bendicty,m
Bendix,m
Benedetto,m
Benedick,m
Benedict,m
Benedicto,m
Benedikt,m
Bengt,m
Beniamino,m
Benito,m
Benjamen,m
Benjamin,m
Benji,m
Benjie,m
Benjy,m
Benn,m
Bennett,m
Bennie,m
Benny,m
Benoit,m
Benson,m
Bent,m
Bentlee,m
Bentley,m
Benton,m
Benyamin,m
Ber,m
Berk,m
Berke,m
Berkeley,m
Berkie,m
Berkley,m
Berkly,m
Berky,m
Bern,m
Bernard,m
Bernardo,m
Bernarr,m
Berne,m
Bernhard,m
Bernie,m
Berny,m
Bert,m
Berti,m
Bertie,m
Berton,m
Bertram,m
Bertrand,m
Bertrando,m
Berty,m
Bev,m
Bevan,m
Bevin,m
Bevon,m
Bil,m
Bill,m
Billie,m
Billy,m
Bing,m
Bink,m
Binky,m
Birch,m
Birk,m
Biron,m
Bjorn,m
Blaine,m
Blair,m
Blake,m
Blane,m
Blayne,m
Bo,m
Bob,m
Bobbie,m
Bogart,m
Bogey,m
Boigie,m
Bond,m
Bondie,m
Bondon,m
Bondy,m
Bone,m
Boniface,m
Boone,m
Boonie,m
Boony,m
Boot,m
Boote,m
Booth,m
Boothe,m
Bord,m
Borden,m
Bordie,m
Bordy,m
Borg,m
Boris,m
Bourke,m
Bowie,m
Boy,m
Boyce,m
Boycey,m
Boycie,m
Boyd,m
Brad,m
Bradan,m
Brade,m
Braden,m
Bradford,m
Bradley,m
Bradly,m
Bradney,m
Brady,m
Bram,m
Bran,m
Brand,m
Branden,m
Brander,m
Brandon,m
Brandtr,m
Brandy,m
Brandyn,m
Brannon,m
Brant,m
Brantley,m
Bren,m
Brendan,m
Brenden,m
Brendin,m
Brendis,m
Brendon,m
Brennan,m
Brennen,m
Brent,m
Bret,m
Brett,m
Brew,m
Brewer,m
Brewster,m
Brian,m
Briano,m
Briant,m
Brice,m
Brien,m
Brig,m
Brigg,m
Briggs,m
Brigham,m
Brion,m
Brit,m
Britt,m
Brnaba,m
Brnaby,m
Brock,m
Brockie,m
Brocky,m
Brod,m
Broddie,m
Broddy,m
Broderic,m
Broderick,m
Brodie,m
Brody,m
Brok,m
Bron,m
Bronnie,m
Bronny,m
Bronson,m
Brook,m
Brooke,m
Brooks,m
Brose,m
Bruce,m
Brucie,m
Bruis,m
Bruno,m
Bryan,m
Bryant,m
Bryanty,m
Bryce,m
Bryn,m
Bryon,m
Buck,m
Buckie,m
Bucky,m
Bud,m
Budd,m
Buddie,m
Buddy,m
Buiron,m
Burch,m
Burg,m
Burgess,m
Burk,m
Burke,m
Burl,m
Burlie,m
Burnaby,m
Burnard,m
Burr,m
Burt,m
Burtie,m
Burton,m
Burty,m
Butch,m
Byram,m
Byran,m
Byrann,m
Byrle,m
Byrom,m
Byron,m
Cad,m
Caddric,m
Caesar,m
Cal,m
Caldwell,m
Cale,m
Caleb,m
Calhoun,m
Callean,m
Calv,m
Calvin,m
Cam,m
Cameron,m
Camey,m
Cammy,m
Car,m
Carce,m
Care,m
Carey,m
Carl,m
Carleton,m
Carlie,m
Carlin,m
Carling,m
Carlo,m
Carlos,m
Carly,m
Carlyle,m
Carmine,m
Carney,m
Carny,m
Carolus,m
Carr,m
Carrol,m
Carroll,m
Carson,m
Cart,m
Carter,m
Carver,m
Cary,m
Caryl,m
Casar,m
Case,m
Casey,m
Cash,m
Caspar,m
Casper,m
Cass,m
Cassie,m
Cassius,m
Caz,m
Cazzie,m
Cchaddie,m
Cece,m
Cecil,m
Cecilio,m
Cecilius,m
Ced,m
Cedric,m
Cello,m
Cesar,m
Cesare,m
Cesaro,m
Chad,m
Chadd,m
Chaddie,m
Chaddy,m
Chadwick,m
Chaim,m
Chalmers,m
Chan,m
Chance,m
Chancey,m
Chandler,m
Chane,m
Chariot,m
Charles,m
Charley,m
Charlie,m
Charlton,m
Chas,m
Chase,m
Chaunce,m
Chauncey,m
Che,m
Chen,m
Ches,m
Chester,m
Cheston,m
Chet,m
Chev,m
Chevalier,m
Chevy,m
Chic,m
Chick,m
Chickie,m
Chicky,m
Chico,m
Chilton,m
Chip,m
Chris,m
Chrisse,m
Chrissie,m
Chrissy,m
Christian,m
Christiano,m
Christie,m
Christoffer,m
Christoforo,m
Christoper,m
Christoph,m
Christophe,m
Christopher,m
Christophorus,m
Christos,m
Christy,m
Chrisy,m
Chrotoem,m
Chucho,m
Chuck,m
Cirillo,m
Cirilo,m
Ciro,m
Claiborn,m
Claiborne,m
Clair,m
Claire,m
Clarance,m
Clare,m
Clarence,m
Clark,m
Clarke,m
Claudell,m
Claudian,m
Claudianus,m
Claudio,m
Claudius,m
Claus,m
Clay,m
Clayborn,m
Clayborne,m
Claybourne,m
Clayson,m
Clayton,m
Cleavland,m
Clem,m
Clemens,m
Clement,m
Clemente,m
Clementius,m
Clemmie,m
Clemmy,m
Cleon,m
Clerc,m
Cletis,m
Cletus,m
Cleve,m
Cleveland,m
Clevey,m
Clevie,m
Cliff,m
Clifford,m
Clim,m
Clint,m
Clive,m
Cly,m
Clyde,m
Clyve,m
Clywd,m
Cob,m
Cobb,m
Cobbie,m
Cobby,m
Codi,m
Codie,m
Cody,m
Cointon,m
Colan,m
Colas,m
Colby,m
Cole,m
Coleman,m
Colet,m
Colin,m
Collin,m
Colman,m
Colver,m
Con,m
Conan,m
Conant,m
Conn,m
Conney,m
Connie,m
Connor,m
Conny,m
Conrad,m
Conrade,m
Conrado,m
Conroy,m
Consalve,m
Constantin,m
Constantine,m
Constantino,m
Conway,m
Coop,m
Cooper,m
Corbet,m
Corbett,m
Corbie,m
Corbin,m
Corby,m
Cord,m
Cordell,m
Cordie,m
Cordy,m
Corey,m
Cori,m
Cornall,m
Cornelius,m
Cornell,m
Corney,m
Cornie,m
Corny,m
Correy,m
Corrie,m
Cort,m
Cortie,m
Corty,m
Cory,m
Cos,m
Cosimo,m
Cosme,m
Cosmo,m
Costa,m
Court,m
Courtnay,m
Courtney,m
Cozmo,m
Craggie,m
Craggy,m
Craig,m
Crawford,m
Creigh,m
Creight,m
Creighton,m
Crichton,m
Cris,m
Cristian,m
Cristiano,m
Cristobal,m
Crosby,m
Cross,m
Cull,m
Cullan,m
Cullen,m
Culley,m
Cullie,m
Cullin,m
Cully,m
Culver,m
Curcio,m
Curr,m
Curran,m
Currey,m
Currie,m
Curry,m
Curt,m
Curtice,m
Curtis,m
Cy,m
Cyril,m
Cyrill,m
Cyrille,m
Cyrillus,m
Cyrus,m
Darcy,m
Dael,m
Dag,m
Dagny,m
Dal,m
Dale,m
Dalis,m
Dall,m
Dallas,m
Dalli,m
Dallis,m
Dallon,m
Dalston,m
Dalt,m
Dalton,m
Dame,m
Damian,m
Damiano,m
Damien,m
Damon,m
Dan,m
Dana,m
Dane,m
Dani,m
Danie,m
Daniel,m
Dannel,m
Dannie,m
Danny,m
Dante,m
Danya,m
Dar,m
Darb,m
Darbee,m
Darby,m
Dare,m
Daren,m
Darill,m
Darin,m
Dario,m
Darius,m
Darn,m
Darnall,m
Darnell,m
Daron,m
Darrel,m
Darrell,m
Darren,m
Darrick,m
Darrin,m
Darryl,m
Darwin,m
Daryl,m
Daryle,m
Dav,m
Dave,m
Daven,m
Davey,m
David,m
Davidde,m
Davide,m
Davidson,m
Davie,m
Davin,m
Davis,m
Davon,m
Davy,m
De,m
Witt,m
Dean,m
Deane,m
Decca,m
Deck,m
Del,m
Delainey,m
Delaney,m
Delano,m
Delbert,m
Dell,m
Delmar,m
Delmer,m
Delmor,m
Delmore,m
Demetre,m
Demetri,m
Demetris,m
Demetrius,m
Demott,m
Den,m
Dene,m
Denis,m
Dennet,m
Denney,m
Dennie,m
Dennis,m
Dennison,m
Denny,m
Denver,m
Denys,m
Der,m
Derby,m
Derek,m
Derick,m
Derk,m
Dermot,m
Derrek,m
Derrick,m
Derrik,m
Derril,m
Derron,m
Derry,m
Derward,m
Derwin,m
Des,m
Desi,m
Desmond,m
Desmund,m
Devin,m
Devland,m
Devlen,m
Devlin,m
Devy,m
Dew,m
Dewain,m
Dewey,m
Dewie,m
Dewitt,m
Dex,m
Dexter,m
Diarmid,m
Dick,m
Dickie,m
Dicky,m
Diego,m
Dieter,m
Dietrich,m
Dilan,m
Dill,m
Dillie,m
Dillon,m
Dilly,m
Dimitri,m
Dimitry,m
Dino,m
Dion,m
Dionisio,m
Dionysus,m
Dirk,m
Dmitri,m
Dolf,m
Dolph,m
Dom,m
Domenic,m
Domenico,m
Domingo,m
Dominic,m
Dominick,m
Dominik,m
Dominique,m
Don,m
Donal,m
Donall,m
Donalt,m
Donaugh,m
Donavon,m
Donn,m
Donnell,m
Donnie,m
Donny,m
Donovan,m
Dore,m
Dorey,m
Dorian,m
Dorie,m
Dory,m
Doug,m
Dougie,m
Douglas,m
Douglass,m
Dougy,m
Dov,m
Doy,m
Doyle,m
Drake,m
Drew,m
Dru,m
Drud,m
Drugi,m
Duane,m
Dud,m
Dudley,m
Duff,m
Duffie,m
Duffy,m
Dugald,m
Duke,m
Dukey,m
Dukie,m
Duky,m
Dun,m
Dunc,m
Duncan,m
Dunn,m
Dunstan,m
Dur,m
Durand,m
Durant,m
Durante,m
Durward,m
Dwain,m
Dwayne,m
Dwight,m
Dylan,m
Eadmund,m
Eal,m
Eamon,m
Earl,m
Earle,m
Earlie,m
Early,m
Earvin,m
Eb,m
Eben,m
Ebeneser,m
Ebenezer,m
Eberhard,m
Eberto,m
Ed,m
Edan,m
Edd,m
Eddie,m
Eddy,m
Edgar,m
Edgard,m
Edgardo,m
Edik,m
Edlin,m
Edmon,m
Edmund,m
Edouard,m
Edsel,m
Eduard,m
Eduardo,m
Eduino,m
Edvard,m
Edward,m
Edwin,m
Efrem,m
Efren,m
Egan,m
Egbert,m
Egon,m
Egor,m
El,m
Elbert,m
Elden,m
Eldin,m
Eldon,m
Eldredge,m
Eldridge,m
Eli,m
Elia,m
Elias,m
Elihu,m
Elijah,m
Eliot,m
Elisha,m
Ellary,m
Ellerey,m
Ellery,m
Elliot,m
Elliott,m
Ellis,m
Ellswerth,m
Ellsworth,m
Ellwood,m
Elmer,m
Elmo,m
Elmore,m
Elnar,m
Elroy,m
Elston,m
Elsworth,m
Elton,m
Elvin,m
Elvis,m
Elvyn,m
Elwin,m
Elwood,m
Elwyn,m
Ely,m
Em,m
Emanuel,m
Emanuele,m
Emelen,m
Emerson,m
Emery,m
Emile,m
Emilio,m
Emlen,m
Emlyn,m
Emmanuel,m
Emmerich,m
Emmery,m
Emmet,m
Emmett,m
Emmit,m
Emmott,m
Emmy,m
Emory,m
Engelbert,m
Englebert,m
Ennis,m
Enoch,m
Enos,m
Enrico,m
Enrique,m
Ephraim,m
Ephrayim,m
Ephrem,m
Erasmus,m
Erastus,m
Erek,m
Erhard,m
Erhart,m
Eric,m
Erich,m
Erick,m
Erie,m
Erik,m
Erin,m
Erl,m
Ermanno,m
Ermin,m
Ernest,m
Ernesto,m
Ernestus,m
Ernie,m
Ernst,m
Erny,m
Errick,m
Errol,m
Erroll,m
Erskine,m
Erv,m
ErvIn,m
Erwin,m
Esdras,m
Esme,m
Esra,m
Esteban,m
Estevan,m
Etan,m
Ethan,m
Ethe,m
Ethelbert,m
Ethelred,m
Etienne,m
Ettore,m
Euell,m
Eugen,m
Eugene,m
Eugenio,m
Eugenius,m
Eustace,m
Ev,m
Evan,m
Evelin,m
Evelyn,m
Even,m
Everard,m
Evered,m
Everett,m
Evin,m
Evyn,m
Ewan,m
Eward,m
Ewart,m
Ewell,m
Ewen,m
Ezechiel,m
Ezekiel,m
Ezequiel,m
Eziechiele,m
Ezra,m
Ezri,m
Fabe,m
Faber,m
Fabian,m
Fabiano,m
Fabien,m
Fabio,m
Fair,m
Fairfax,m
Fairleigh,m
Fairlie,m
Falito,m
Falkner,m
Far,m
Farlay,m
Farlee,m
Farleigh,m
Farley,m
Farlie,m
Farly,m
Farr,m
Farrel,m
Farrell,m
Farris,m
Faulkner,m
Fax,m
Federico,m
Fee,m
Felic,m
Felice,m
Felicio,m
Felike,m
Feliks,m
Felipe,m
Felix,m
Felizio,m
Feodor,m
Ferd,m
Ferdie,m
Ferdinand,m
Ferdy,m
Fergus,m
Ferguson,m
Fernando,m
Ferrel,m
Ferrell,m
Ferris,m
Fidel,m
Fidelio,m
Fidole,m
Field,m
Fielding,m
Fields,m
Filbert,m
Filberte,m
Filberto,m
Filip,m
Filippo,m
Filmer,m
Filmore,m
Fin,m
Findlay,m
Findley,m
Finlay,m
Finley,m
Finn,m
Fitz,m
Fitzgerald,m
Flem,m
Fleming,m
Flemming,m
Fletch,m
Fletcher,m
Flin,m
Flinn,m
Flint,m
Florian,m
Flory,m
Floyd,m
Flynn,m
Fons,m
Fonsie,m
Fonz,m
Fonzie,m
Forbes,m
Ford,m
Forest,m
Forester,m
Forrest,m
Forrester,m
Forster,m
Foss,m
Foster,m
Fowler,m
Fran,m
Francesco,m
Franchot,m
Francis,m
Francisco,m
Franciskus,m
Francklin,m
Francklyn,m
Francois,m
Frank,m
Frankie,m
Franklin,m
Franklyn,m
Franky,m
Frannie,m
Franny,m
Frans,m
Fransisco,m
Frants,m
Franz,m
Franzen,m
Frasco,m
Fraser,m
Frasier,m
Frasquito,m
Fraze,m
Frazer,m
Frazier,m
Fred,m
Freddie,m
Freddy,m
Fredek,m
Frederic,m
Frederich,m
Frederick,m
Frederico,m
Frederigo,m
Frederik,m
Fredric,m
Fredrick,m
Free,m
Freedman,m
Freeland,m
Freeman,m
Freemon,m
Fremont,m
Friedrich,m
Friedrick,m
Fritz,m
Fulton,m
Gabbie,m
Gabby,m
Gabe,m
Gabi,m
Gabie,m
Gabriel,m
Gabriele,m
Gabriello,m
Gaby,m
Gael,m
Gaelan,m
Gage,m
Gail,m
Gaile,m
Gal,m
Gale,m
Galen,m
Gallagher,m
Gallard,m
Galvan,m
Galven,m
Galvin,m
Gamaliel,m
Gan,m
Gannie,m
Gannon,m
Ganny,m
Gar,m
Garald,m
Gard,m
Gardener,m
Gardie,m
Gardiner,m
Gardner,m
Gardy,m
Gare,m
Garek,m
Gareth,m
Garey,m
Garfield,m
Garik,m
Garner,m
Garold,m
Garrard,m
Garrek,m
Garret,m
Garreth,m
Garrett,m
Garrick,m
Garrik,m
Garrot,m
Garrott,m
Garry,m
Garth,m
Garvey,m
Garvin,m
Garvy,m
Garwin,m
Garwood,m
Gary,m
Gaspar,m
Gaspard,m
Gasparo,m
Gasper,m
Gaston,m
Gaultiero,m
Gauthier,m
Gav,m
Gavan,m
Gaven,m
Gavin,m
Gawain,m
Gawen,m
Gay,m
Gayelord,m
Gayle,m
Gayler,m
Gaylor,m
Gaylord,m
Gearalt,m
Gearard,m
Gene,m
Geno,m
Geoff,m
Geoffrey,m
Geoffry,m
Georas,m
Geordie,m
Georg,m
George,m
Georges,m
Georgi,m
Georgie,m
Georgy,m
Gerald,m
Gerard,m
Gerardo,m
Gerek,m
Gerhard,m
Gerhardt,m
Geri,m
Gerick,m
Gerik,m
Germain,m
Germaine,m
Germayne,m
Gerome,m
Gerrard,m
Gerri,m
